ID,Legal Company Name,Local Address,Contact,Phone,Ext.,Fax,Cell,Email,Web page,SO#,Billing Address,City,Province,Postal Code,PO#,Site Address,CustomerCode,LocationCode,IsActive,Site Contact,Phone,Pager,Inspection Type,Price,Inspection Month,Inspection Quote #,Deficiency Quote #,Fire Protection Equipment,eftemp,Remarks,Field1,Field2
1860,Calfra Management (Invoice Emerald Plaza Inc.),"226-1725 St. Laurent Blvd., Ottawa, Ontario K1G 3V4",Justin Lamarche,(613) 247-2235,224,(613) 247-2236,(613) 798-6226,,,,227-1725 St. Laurent Blvd.,Ottawa,Ontario,K1G 3V4,,"1547 Merivale Road, Emerald Plaza",,,TRUE,Jeff,,,AI,"$12,250.00",,19-1427JP,,"FA x 2, EOL's, FPFT x 2, Dry Spr, Wet Spr, Hydrants, Winterization and drain Drum Drips x 5, FHC, ELU and FE in common areas only","LOST JULY 1, 2019. Secur to supply elctrn for spr FP. Use Calfra lift for old Pet Smart & rent small lift from United Rental for Costco.FHC/ELU/FE for base bldg only. Elevator tech reqd. Bells on 2nd day-access ALL AREAS. 2018-TT/PN-3 days and RE/CM-1day","APR 2017-GS REPLACED FACP WITH ADDRESSABLE FACP'S-USE VI. 2016 and 2017-$11,050, 2018 and 2019-$12,250.",,
1123,Morguard Investments Limited,"402-350 Sparks Street, Ottawa, Ontario  K1R 7S8",Guy Paquette,,,(613) 237-0007,,,,,402 - 350 Sparks Street,Ottawa,Ontario,K1R 7S8,,"155 Queen St, 5th and 6th Floors",,,FALSE,Josh Papineau,,,AI,$150.00,,13-1744-REV,,FE's x 9 for 5th and 6th Floors,LOST IN 2013. Inspect 5th and 6th same time as AI for 155 Queen. ESCORT REQUIRED.,"2011 and 2012-$150, 2013-$175.",,
767,Morguard Investments Limited,"402-350 Sparks Street, Ottawa, Ontario  K1R 7S8",Rolly Cousineau,(613) 237-6373,,(613) 237-0007,,,,,402-350 Sparks St.,Ottawa,Ontario,K1R 7S8,,155 Queen Street,,,FALSE,Josh Papineau,(613) 232-9455,,AI,"$6,350.00",,13-1744-REV,,"FA, EOL's, Wet Spr x 1, Glycol, FPFT x 2 with headers, FHC, and FE","LOST IN 2013. Bells 2nd day,6PM.secret cleared. 10DAYSNOTICETOORGANIZE. 2012-2 techs, 4 days & FPFT. Electrn reqdfor FP's. Need 3techsforFPFT-water flows onto QueenSt during day, 3 techs,4hrs. 2013-Zellers area to be inspected.","2009,2010-$4950, 2011 and 2012-$5450, 2013-$6350, includes old Zellers. Hydro & elevator shafts.",,
1560,Morguard Investments Limited,"402-350 Sparks Street, Ottawa, Ontario  K1R 7S8",Rolly Cousineau,(613) 237-6373,,(613) 237-0007,,,,,402-350 Sparks St.,Ottawa,Ontario,K1R 7S8,,"155 Queen Street, 12th Floor",,,FALSE,,,,AI,$25.00,,13-1744-REV,,Qty 4 for 12th Fl,LOST IN 2013. Inspect 12th Floors same time as AI for 155 Queen. ESCORT REQUIRED.,,,
2008,BGIS,,,,,,,,,,,,,,,160 Elgin,,,TRUE,,,,,$0.00,,,,,Invoice July to JAN for MI's and supplies in order to get PO.,,,
2007,BGIS,,,,,,,,,,,,,,,160 Elgin,,,TRUE,,,,,$0.00,,,,,Invoice January to June for MI's and supplies in order to get PO.,,,
1247,Telesat Canada,"160 Elgin Street, Suite 2100",Rick Larabie,,,,,,,,"160 Elgin Street, Suite 2100",Ottawa,Ontario,K2P 2P7,,"1601 Telesat Court, Telesat Cda areas only",,,FALSE,Rick Larabie,(613) 748-8700,,,$300.00,,18-1134,,FE's in Telesat Canada areas only,"MOVED OUT JAN 2019 TO 160 ELGIN. 2015-1 tech, 2.5hrs, 2017-KS-3hrs. 2014 and 2015-$575, 2016 and 2017-$600, 2018-$300-50% of FE's removed.",JAN 2019-Send quotes to procurement@telesat.com and Rlarabie@telesat.com,,
668,Morguard Investments Limited,"402-350 Sparks Street, Ottawa, Ontario  K1R 7S8",,,,,,,,,350 Sparks Street,Ottawa,Ontario,K1R 1A4,N/A,"1601 Telesat, 3rd Floor, CPA",,,FALSE,JR Fournier,(613) 747-3270,,AI,"$2,040.00",,18-1046C,,FM-200 Suppression System,"REMOVED JAN 2018-Vacant since 2014. AI AND SAI invoiced together in Feb. Sequence of operation. 2017-2T, 5hrs (MM/RE).","2006 and 2007-$1090, 2008-$1190, 2009-$1190, 2010-$2090, 2011, 2012 and 2013-$1405, 2014-$1455, 2017-$2040, 2017-$2080.",,
537,Morguard Investments Limited,"402-350 Sparks Street, Ottawa, Ontario  K1R 7S8",,,,,,,,,350 Sparks Street,Ottawa,Ontario,K1R 1A4,N/A,"1601 Telesat, 3rd Floor, CPA",,,FALSE,JR Fournier,(613) 747-3270,,SAI,,,18-1046C,,FM-200 Suppression System,"REMOVED JAN 2018-Vacant since 2014. ALREADY INVOICED WITH AI in JUNE. 2012 SAI-2 guys, 3 hrs. SAI-no bells rung but INFORM JR TO KEEP IN LOOP. Service Desk-238-4173 X4275. Sequence of operation",,,
1292,PWGSC,"222 Queen Street, 5th Floor, Station 60",Jerome Daley/Eric Lapratte (Feb 2019),,,,,,,,"222 Queen St, 5th Floor, Station 60",Ottawa,Ontario,K1A 0S5,,"1601 Telesat, CNSC, Bldg A, 3rd Fl",,,FALSE,Christian Page,(613) 323-0806,,AI,$487.50,,Tender EJ196-19063,,"FA, Spr, and Preaction (FE's by others) Cancelled as of March 31, 2020","2016-KM/TO/COL, 3hrs, 2018-RE/CL/GS-2hrs. 5 year contract EJ196-190631 valid Nov 1/19 Oct 31/2024. 12 equal payments. Price increases each Nov 1-check file for $.","christian.page@cnsc-ccsn.gc.ca. Tenant contact is Christian Page, T-613-947-8950. BENOIT GONE. QI in Nov and May, SAI in Feb and AI in Aug.",,
439,Colonnade Management Inc.,"16 Concourse Gate, Suite 200",Tim Hood/Despina Konsoulas,(613) 225-8118,,(613) 225-3898,,,,,"16 Concourse Gate, Suite 200",Ottawa,Ontario,K2E 7M6,,162 Cleopatra Drive,,,FALSE,Alain Guay (Nov 2018),,,AI,$0.00,,Tender,,"ELU, Exit Signs, FE","LOST MAY 1, 2018. 2015-1 tech, 2hrs (JC), 2016-AM, 2017-JC 1.5hrs. Must be escorted by employee for ste 120/200 (same tenant).  See Anita or Deb in Suite 100 for keys to utility room.",PRICES CHANGE EACH MAY. Tender May 1/15 to April 30/18 and 2 1-year options.,,
526,CR4 Ottawa Flex Office Inc c/o Colliers International,930-340 Albert Street,Oryst Deneka/Kate Collins,(613) 683-2223,,,,,,,"181 Bay St, Suite 1400",Toronto,Ontario,M4W 1E5,,169 Colonnade Road,,,FALSE,Eric Thouin,,,AI,$140.00,,19-1255JP,,"E/L, Exit Signs, Ext","2017-JF/PN-1hr, 2018-JC/TO-2.5hrs. Raise 3% each year.","12 equal payments - 2018-$135, 2019-$140.",,
1634,Centurion Conference and Event Center,170 Colonnade Road South,Sean McGrath,(613) 727-1044,,(613) 727-8293,(613) 620-1715,,,,170 Colonnade Road South,Ottawa,Ontario,K2E 7J5,,170 Colonnade Road South,,,FALSE,Allan Patton,(613) 727-1044,,SAI,$0.00,,19-1668JP,,FLCS,"LOST IN SEPT 2019. Allan-X23 to schedule. COST INCLUDED IN AI COST, DO NOT INVOICE EXCEPT FOR LINKS.",Call to schedule for a Monday or Tuesday (slow days).,,
1633,Centurion Conference and Event Center,170 Colonnade Road South,Sean McGrath,(613) 727-1044,,(613) 727-8293,(613) 620-1715,,,,170 Colonnade Road South,Ottawa,Ontario,K2E 7J5,,170 Colonnade Road South,,,FALSE,Allan Patton,(613) 727-1044,,AI,"$1,600.00",,19-1668JP,,"FA, EOL's, ELU (new in 2018), FE and FLCS","LOST IN SEPT 2019. 12' ladder on site reqd to test ELU. 2018-JF/PN 1 day and Adr for 1 day for ELU. 2017-$755 and $155 for FLCS, 2018-$1560 for all, 2019-$1600..",Bells and FLCS at 7AM. Call to schedule on a Monday or Tuesday (slow days). No elevator or hydro.,,
1983,SNC Lavalin Defence Programs Inc.,170 Laurier Avenue West,Catherine Kozera,(613) 563-5045,,,(613) 222-1311,,,,,,,,,"170 Laurier Avenue West, Suite 1100",,,TRUE,Catherine Kozera,(613) 563-5045,,MONITORING,$672.00,,18-0404-0001BS,,"Monitoring Services - Burglar cancelled March 31, 2020","Account #38-01-5285. Jan 1, 20?? To JAN 31, 20??. 2018-$672. No AI required-burglar only.",,,
1173,Regional Group,1737 Woodward Drive 2nd floor,Gwen Hughes/Erin Day (JAN 2019),(613) 230-2100,7102,(613) 230-9880,,,,,1737 Woodward Drive,Ottawa,Ontario,K2C 0P9,,1737 Woodward Drive,,,FALSE,Doug Fresque,(613) 223-1990,,AI,$325.00,,12-1466,,"4"" Wet x 1, ELU and FE","ON HOLD AS OF AUG 2012, GETTING OTHER PRICING. 1st time in 2011-1 tech, 5 hrs.  See Q-12-1347 to install backflow or can't do spr inspection. 2011 and 2012-AI $425 or $325 with no spr AI and MI-$125.",Note there is no backflow - domestic water is being contaminated - do not inspect spr system.,,
2000,Caparelli Residence,1740 Ortona,Luigi,,,,,,,,,,,,,1740 Ortona,,,TRUE,Luigi,,,MONITORING,$240.00,,,,Monitoring Services - Intrusion,CANCELLED MAY 2019.,,,
1678,PrimeCorp,"301-275 Bank Street, Ottawa, Ontario K2L 2P6",Jennifer Davies,(613) 722-2000,,,(613) 282-0346,,,,303-275 Bank Street,Ottawa,Ontario,K2P 2L6,,1760 St. Laurent Blvd.,,,FALSE,Jennifer Davies,,,AI,$200.00,,,,"Monitoring Equipment- Sold Dec 10, 2019",2018-$200,,,
1677,PrimeCorp,"301-275 Bank Street, Ottawa, Ontario K2L 2P6",Jennifer Davies,(613) 722-2000,,,(613) 282-0346,,,,303-275 Bank Street,Ottawa,Ontario,K2P 2L6,,1760 St. Laurent Blvd.,,,FALSE,Jennifer Davies,,,MONITORING,$900.00,,,,Monitoring Services - Sprinkler-,"October 1, 20?? To September 30, 20??. Acct #38-01-5271.",,,
1587,PrimeCorp,"301-275 Bank Street, Ottawa, Ontario K2L 2P6",Jennifer Davies,(613) 722-2000,,,(613) 282-0346,,,,303-275 Bank Street,Ottawa,Ontario,K2P 2L6,,1760 St. Laurent Blvd.,,,FALSE,Jennifer Davies,,,AI,$490.00,,19-1677,,"FA, Wet 6"" Spr x 1-Sold Dec 10, 2019","2018-MS alone-2.5hrs. 2014 to 2016-$450, 2017 and 2018-$470, 2019-$490.","Muskoka gone as of June 2017-now End of Roll, restaurant still there.",,
1953,Clean Water Works,1800 Bantree,Thomas Smith,(613) 745-2444,,,,,,,1800 Bantree Street,Ottawa,Ontario,K1B 4L6,,1800 Bantree Street,,,TRUE,Thomas Smith,(613) 745-2444,,AI,$412.50,,17-1754NW,,"FA, EOL's, ELU and FE",1st time in 2017. Do not inspect FE's on vehicles.,tsmith@cwwcanada.ca,,
1471,City of Cornwall,,,,,,,,,,"Accounts Payable, PO Box 216",Cornwall,Ontario,K6H 5T9,,"1900 Montreal Road, Glen Stor Dun Lodge",,,FALSE,,,,MONITORING,$204.00,,,,Monitoring Services - Fire,"LOST FEB 2017.May 1, 20?? To Apr 30, 20??. AI not required. 2 year contract May 1/14 to Apr 30/16 with 1 option year.",Account #38-01-5241,,
300,CR4 Ottawa Flex Office Inc c/o Colliers International,930-340 Albert Street,Oryst Deneka/Kate Collins,(613) 683-2223,,,,,,,"181 Bay St, Suite 1400",Toronto,Ontario,M4W 1E5,,20 Colonnade Road,,,FALSE,Eric Thouin,,,AI,$160.00,,19-1255JP,,"FA, EOL's, EL, Exit Signs, Ext.","cancelled Mar 31. 2020 Bells at 7AM. Elevators. Same day as 14 Colonnade, 2018-JC/TO-4.5hrs, 2019-JC/TO-5hrs. Raise 3% each year.","12 equal payments - 2018-$155, 2019-$160.",,
1896,UFCW - United Food and Commercial Workers,20 Hamilton Avenue North,Pierrette Sloan,(613) 725-2154,,,,,,,,,,,,20 Hamilton Avenue North,,,TRUE,Pierrette Sloan,(613) 725-2154,,AI,$285.00,,19-1891JP,,FE x 6 only,"NOW IN KMP - JAN 2018. 1hr AI. 2016 and 2018-$275, Not performed in 2017, 2019-$285",ottawa@ufcw175.com. Moved do not require our services Nov 2019,,
2394,Dehavland Capital Corporation,220 Sparks Street,Cliff Ladd,(613) 829-5576,,,(613) 882-1113,,,,220 Sparks Street,Ottawa,Ontario,K1P 5C1,,201 Queen Street,,,TRUE,Marcel Poulin,,,AI,$0.00,,19-1610JH,,"FA, Spr, BFP x 1, ELU and FE",Cancelled June 25 2020 1st time in 2019. Do all 4 sites together. Follow schedule. Restaurants open at 10am only,mpoulin-dahavland@bellnet.ca,,
2393,Dehavland Capital Corporation,19-1433JP,Cliff Ladd,(613) 829-5576,,,(613) 882-1113,,,,220 Sparks Street,Ottawa,Ontario,K1P 5C1,,202 Sparks Street,,,TRUE,Marcel Poulin,,,AI,$0.00,,19-1610JH,,"FA, Spr, BFP x 1, FPFT, FHC, ELU and FE","Cancelled June 25 2020 1st time in 2019. Do all 4 sites together. Follow schedule. Howard's, Brixtons, Tim's, PWGSC",mpoulin-dahavland@bellnet.ca,,
1501,Shepherds of Good Hope,233 Murray Street,,(613) 688-2929,,(613) 789-0888,,,,,233 Murray Street,Ottawa,Ontario,K1N 5M9,,208 St. Andrew Street,,,FALSE,Matthew Gibbon,(613) 688-2929,,AI,,,,,Monitoring Equipment AI cancelled as of February 29th,Account 38-01-5267. Cost included in monitoring services.,,,
726,Shepherds of Good Hope,233 Murray Street,,(613) 688-2929,,(613) 789-0888,,,,,233 Murray Street,Ottawa,Ontario,K1N 5M9,,208 St. Andrew Street,,,FALSE,Matthew Gibbon,(613) 688-2929,,MONITORING,$804.00,,,,"Monitoring Services - Fire cancelled as of February 29, 2020","For the period March 1, 20?? to February  28, 20??. Account 38-01-5267. $67.00 per month",,,
586,Shepherds of Good Hope,233 Murray Street,,(613) 688-2929,,(613) 789-0888,,,,,233 Murray Street,Ottawa,Ontario,K1N 5M9,,208 St. Andrew Street,,,FALSE,Matthew Gibbon,(613) 688-2929,,AI,,,18-1001JP-REV,,"FA, EOL's, 3 Devices per Apt, 4"" Dry x 1, LSA's, FHC, EL, Fes","2018 QUOTE SENT-NO RESPONSE RECEIVED 2018. SEPT 2017RE FOR DRY SYS-HARDT TO RESET. Enter 30 apts to test SD, HD, Bell. Elevator tech not reqd (no device in shaft) and no hydro. 2015-2 techs,8hrs butnodry spr, 2017-JF/TO-1 day but no dry spr.","2010 and 2011-$790, 2012 and 2013-$890, 2014, 2015 and 2016 (KM/DL) and 2017-$990, 2018-$1020.",,
477,BLJC c/o CPC Contract,"PO Box 4830, 7400 Birchmount Drive",Bernie Potvin,(819) 778-5285,22,(819) 778-2480,(613) 863-7913,,,,,,,,,"210, rue Aylmer",,,FALSE,,(819) 684-2971,,AI,$200.00,,07-1006,,"FHC, E/L, Ext.","PO Aylmer. FACP belongs to mall, not Post Office.",CANCELLED BY MICHAEL RICCUTTO MAY 2009.,,
628,Enterprises Gilles Lesage,"655, rue George",Gilles Lesage,(613) 746-3276,342,(613) 746-7712,(613) 298-2693,gilles.lesage@desjardins.com,,,"655, rue George",Gatineau,Quebec,J8L 2E2,,214 Montreal Road,,,FALSE,Gilles Lesage,(613) 746-3276,,AI,"$2,450.00",,15-1368MT,,"FA, EOL's, 3"" Dry Spr x 1, CO2 detectors in garage, Backflow x 1-connected to FACP, FPFT-electrn reqd, FHC, E/L, Exts.","BLDG SOLD MAY 2015. Bells on 2nd day at 630AM. FPFT at 8AM in 2013-electrn reqd. 2010&2011-$1240, 2012&2013-$2380, 2014 and 2015-$2450.  Hydro and elevator.","2013 and 2014-2 techs, 2 days and 2 techs, 4.5hrs for FP and Dry. Gilles.lesage@desjardins.com",,
1946,Main and Main Development - c/o Gold Key Property Management,,,,,,,,,,,,,,,"216 Elgin Street, old Quizno's",,,TRUE,Mike Caparelli,,,SAI,$340.00,,17-1634JH,,FLCS in old Quizno's,,,,
1945,Main and Main Development - c/o Gold Key Property Management,,,,,,,,,,,,,,,"216 Elgin Street, old Quizno's",,,TRUE,Mike Caparelli,,,AI,$340.00,,17-1634JH,,FLCS in old Quizno's,1st time in Nov 2017.,,,
1912,Orchardview by the Mississippi,"219 Paterson Street, Almonte, Ontario",Kate Gray,(613) 963-5000,,,,ovmdirector@ovlc.com,,,219 Paterson Street,Almonte,Ontario,K0A 1A0,,"219 Paterson Street, Almonte, Ontario",,,TRUE,"Jason Besau, FM",(613) 293-8881,,SAI,$300.00,,17-1216NW,,FLCS,1st time in Apr 2017. AM went to site and was told cost was too high. Never performed. FA is Mircom FX2009-12DS.,Jason's email-ovmesm@ovlc.com,,
1947,BGIS,,Mylene Parent,,,,(819) 598-6803,,,,,,,,,"22 Eddy Street, 7th Floor",,,TRUE,Mylene Parent,,,AI,"$2,808.00",,17-1701Js,,Preaction System on 7th Floor and FE's,"LOST APR 1, 2018. 1st time in 2017. High security guard reqd. Totalpak in closet feeding 4 SD's. No documentation/SOO available from BGIS.",,,
1594,BGIS,,"Michelle Potvin, Prop Mgr",,,,,,,,,,,,,"22 Eddy Street, Gatineau, PQ",,,FALSE,Rock Chevigny,,,AI,"$4,819.50",,Tender,,"Wet, Dry Spr in Loading Dock, FPFT w/test header, Backflow by Forbes Qty 2 and FE's","LOST APR 1, 2018. 6PM start, spr/fp/bfp night work. Comm. To bypass FA. Reliable clearance, even Forbes. 2014 A-3 techs,8hrs but no AI of FE. Inspect FE's during day except 2nd/3rd Fl after 5pm. Tenant guard reqd for 4th to 9th Fl to perform spr visual.","PO 5523553 valid Apr 1/17 to Mar 31/18. 2015-3 techs (MS/RE/JC), 2016-MS/JC/RE and CL for FE's next day, 430PM to 11PM. CL for FE's for full day next day. INCLUDE FORBES TECH WITH RELIABLE CLEARANCE ON LIST TO ACCESS.",,
1593,BGIS,,"Michelle Potvin, Prop Mgr",,,,,,,,,,,,,"22 Eddy Street, Gatineau, PQ",,,FALSE,Rock Chevigny,,,SAI,$810.90,,Tender,,"Wet, Dry Spr in Loading Dock, and FP","LOST APR 1, 2018. 3rd Tuesday of month at 6PM start. Commissionaire to perform FA bypass. Ella Ciza will send PO each quarter. New in Feb 2014. Must have reliable clearance. 2015-2 techs, 3 hrs",PO 5523553 valid Apr 1/17 to Mar 31/18.,,
1592,BGIS,,"Michelle Potvin, Prop Mgr",,,,,,,,,,,,,"22 Eddy Street, Gatineau, PQ",,,FALSE,Rock Chevigny,,,QI,$433.50,,Tender,,"Wet, Dry Spr in Loading Dock, and FP","LOST APR 1, 2018. 3rd Tuesday of month at 6PM start. Commissionaire to perform FA bypass. Ella Ciza will send PO each quarter. Must have reliable clearance. 2 techs, 3hrs.",PO 5523553 valid Apr 1/17 to Mar 31/18.,,
1591,BGIS,,"Michelle Potvin, Prop Mgr",,,,,,,,,,,,,"22 Eddy Street, Gatineau, PQ",,,FALSE,Rock Chevigny,,,QI,$433.50,,Tender,,"Wet, Dry Spr in Loading Dock, and FP","LOST APR 1, 2018.3rd Tuesday of month at 6PM start. Commissionaire to perform FA bypass. Ella Ciza will send PO each quarter. Must have reliable clearance. 2 techs, 3hrs.",PO 5523553 valid Apr 1/17 to Mar 31/18.,,
65,Inspiration House (Groupe Lepine c/o Sussex House),22 Murray Street,Francois Lepine,(613) 789-6001,,(613) 789-9032,,,,,22 Murray Street,Ottawa,Ontario,K1N 9M5,,22 Murray Street - Sussex House,,,FALSE,Pierre Robinson,(613) 789-6001,,AI,"$1,340.00",,11-1105,,"F/A, EOL's, 6"" Wet Spr x 1, Glycol Loop, FHC, Ext","2008-2 techs., 16 hrs. French tech preferable. Enter units to test mini-horns & HD's, no LSA's. No Voice System. E/L on generator. Hydro Vault and Elevators. Must access 17 Clarence in 2011. NO AI IN 2011-SEE AI FILE FOR NOTES.","2007-$995, 2008-$1100, 2009-$1200, 2010-$1300, 2011-$1340. Send GS and 1 other inspector.",,
1315,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.,"473 Albert Street, Suite 100",Brian Roberts,(613) 274-3742,224,,,,,,"473 Albert Street, Suite 100",Ottawa,Ontario,K1R 5B4,,2200 Walkley Road,,,FALSE,Richard Desnoyers,,,MI,$225.00,,16-1000MT,,"FA, (No ELU or Spr)","LOST APRIL 2016 to PYRON. Bell test 630AM. Must be reliability cleared. AI in April. 2016 QUOTE SENT OCT 27, 2015.",rdesnoyers@btbreit.com,,
1150,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.,"473 Albert Street, Suite 100",Brian Roberts,(613) 274-3742,224,,,,,,"473 Albert Street, Suite 100",Ottawa,Ontario,K1R 5B4,,2200 Walkley Road,,,FALSE,Rick Desnoyers,,,AI,"$1,380.00",,16-1000MT,,"FA, EOL's, TS and FS on Sptdp, FHC, Hyd and FE's","LOST APR 20162012-2016-$1380.2200&2204servicedby1hydrant. DND escortatalltimes so will no PWGSC clearance needed. Schedule AI for end of month.  PO 328395 Jan 1/15toJAN 31/15. MUST BE RELIABLE. BELL TEST AT 730AM FOR AI ONLY. 2016 QUOTE SENT OCT 27, 2015.","2015-2 techs,1 day. ALSO INCLUDE MI RATE.",,
1314,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.,,,,,,,,,,"473 Albert Street, Suite 100",Ottawa,Ontario,,,2204 Walkley Road,,,FALSE,Richard Desnoyers,,,MI & QI SPR,$315.00,,16-1001MT,,"FA, (Quarterly Spr only in Jan, Apr, July and Oct)","LOST APRIL 2016 TO PYRON. BELL TEST 6AM. Must be reliability cleared. 1st time in Jan 2013. AI in April. 2016 QUOTE SENT OCT 27, 2015.",,,
146,9197397 Canada Inc. c/o Epic Realty Partners (Ottawa) Inc.,"473 Albert Street, Suite 100",Brian Roberts,(613) 274-3742,224,,,,,,"473 Albert Street, Suite 100",Ottawa,Ontario,K1R 5B4,,2204 Walkley Road,,,FALSE,Rick Desnoyers,,,AI,"$1,940.00",,16-1001MT,,"FA, EOL's, FP Life Safety 600V-electrn not reqd, Wet Spr x 2, Hyd, FHC, ELU and FE","LOST APRIL 2016Elevator&hydro. 2013&15-2 techs, 2full days&extrafor FP/Hyd. 2200&2204 serviced by 1 hydrant. Bells at 545AM. Must be PWGSC cleared. No electrn reqd, no test header. 2012-2016-$1940. Sched for end of Apr. RELIABLE. 2016 QUOTE SENT OCT27/15.",ALSO INCLUDE MI RATE.,,
1923,Val Roca Management,"160 George Street, Suite 103",Nancy Bouillon,(613) 744-1199,,,(613) 898-0620,,,,,,,,,222 Bruyere Street,,,TRUE,No bldg super-Call Nancy,,,AI,$920.00,,18-1518JP,,"FA, EOL's, ELU and FE","NO RESPONSE IN 2018. 1st time in 2017-SR/PN-8hrs. Bells 830AM. 3 storey, 4-5 apts per floor. Need apt access-THD and H/V in each apt. Hydro reqd, no elevator.",2017 and 2018-$920.,,
1706,PSAC Holdings Ltd.,233 Gilmour Street,Denis Patry,(613) 560-4291,,,,,,,233 Gilmour Street,Ottawa,Ontario,K2P 0P2,,233 Gilmour Street,,,FALSE,Denis Patry/Khalil Yardon,(613) 560-4291,,AI,$850.00,,16-1028Mt,,FHC and FE,"LOST IN 2016. 2015 and 2016-$850.00. 2015-1 tech, 3.5hs. PSAC TO SCHEDULE ELEVATOR TECH TO ACCESS MACHINE ROOM.",patryd/yardonk@psac.com,,
601,Shepherds of Good Hope,233 Murray Street,,(613) 688-2929,,(613) 789-0888,,,,,233 Murray Street,Ottawa,Ontario,K1N 5M9,,233 Murray Street,,,FALSE,Matthew Gibbon,(613) 688-2929,,AI,,,18-1001JP-REV,,"FA, EOL's, EL, FE","2018 QUOTE SENT SEPT 2017-NO RESPONSE RECEIVED 2018. 2015 and 2016-$720, 2017-$750, 2018-$770. 2015 and 2016-2 techs, 4.5hrs (KS/Char), 2017-Char/Adr-7.5hrs","2008 by AF-Access to elevator shaft thru roof panel, but still need elevator company. NO HYDRO.",,
764,SNC Lavalin O&M Inc.,"235 Queen Street, Level T",Daniel Lefebvre,(613) 235-5775,,(613) 234-9946,(613) 229-5143,dlefebvre@snclavalinom.com,,,"235 Queen Street, Level T",Ottawa,Ontario,K1P 6C9,,235 Queen Street,,,FALSE,Fraser Marston,,,AI,"$3,447.92",,12-1106,,Preaction Systems,"Price included in tender. M Level, private tenant, Computer Room, Jose T-234-4927. Client to arrange Edwards for EST Panel.","Contract runs May, 2007 to April 2012 including options years. PO 1100574-YW-26025 valid Apr 1/11 to Mar 31/2012 ($3,447.92 per month).",,
763,SNC Lavalin O&M Inc.,"235 Queen Street, Level T",Daniel Lefebvre,(613) 233-5143,,(613) 234-9946,(613) 229-5143,dlefebvre@snclavalinom.com,,,"235 Queen Street, Level T",Ottawa,Ontario,K1P 6C9,,235 Queen Street,,,FALSE,Fraser Marston,,,SAI,"$3,447.92",,12-1106,,Preaction Systems,"Price included in tender. M Level, private tenant, Computer Room, Jose T-234-4927. Client to arrange Edwards for EST Panel.","Contract runs May, 2007 to April 2012 including options years. ($3,447.92 per month).",,
762,SNC Lavalin O&M Inc.,"235 Queen Street, Level T",Daniel Lefebvre,(613) 235-5775,,(613) 234-9946,(613) 229-5143,dlefebvre@snclavalinom.com,,,"235 Queen Street, Level T",Ottawa,Ontario,K1P 6C9,,235 Queen Street,,,FALSE,Fraser Marston,,,SAI,"$3,447.92",,12-1106,,"FLCS x 5 - Kitchenette on 11th Floor, Marcello, Jimmy the Greek, Asian Gourmet and Teriyaki Experience",Daniel needs 5 days advance notice to inform tenants to inspect after 2 pm. Price included in tender.,"Contract runs May, 2007 to April 2012 including options years. ($3,447.92 per month).",,
743,SNC Lavalin O&M Inc.,"235 Queen Street, Level T",Daniel Lefebvre,(613) 233-5775,,(613) 234-9946,(613) 229-5143,dlefebvre@snclavalinom.com,,,"235 Queen Street, Level T",Ottawa,Ontario,K1P 6C9,,235 Queen Street,,,FALSE,Fraser Marston,,,AI,"$3,447.92",,12-1106,,"FLCS x 5 - Kitchenette on 11th Floor, Marcello, Jimmy the Greek, Asian Gourmet and Teriyaki Experience",Daniel needs 5 days advance notice to inform tenants to inspect after 2 pm. Price included in tender.,"Contract runs May, 2007 to April 2012 including options years. PO 1100574-YW-26025 valid Apr 1/11 to Mar 31/2012 ($3,447.92 per month).",,
421,SNC Lavalin O&M Inc.,"235 Queen Street, Level T",Daniel Lefebvre,(613) 233-5775,,(613) 234-9946,(613) 229-5143,dlefebvre@snclavalinom.com,,,"235 Queen Street, Level T",Ottawa,Ontario,K1P 6C9,,235 Queen Street,,,FALSE,Fraser Marston,,,AI,"$3,447.92",,12-1106,,"Spr-Dry and Wet, FP x 2, Preaction, F/E, and FHC",SNC to coordinate Spr/Preaction AI on M1 Level with Edwards & Main FACP. AI with Siemens at same time. (Joanne733-9781x247) Ensure that we give David name of person performing annual for security arrange. BankSt FDCrelocatedin 2011-BEWARESee AI Fileforpic,"2008-2 guys,5days& 2guys,6hrsforFP's. Contract May,2007toApril2012 incl options years. PO 82915-YW-26025 valid Apr 1/09 to Mar 31/2010. 2009 Note-Argon and halon system on 9thFlWest not part of tender. PO 1100574-YW-26025 Apr 1/11-Mar 31/12($3447.92permo)",,
