Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Effective Date1,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.,Customer1,UnMatched
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,"Annual, periodic inspections-CCOC",CCOC OTTAWA,,MI,NA,,01/18/2019,01/01/2020,01/01/2020,,,,,,,,,,369 STEWART STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,CCOC
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,AI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (35),COLONNADE BRIDGEPORT (35),,MI,100102,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,1600 LAPERRIERE AVENUE,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100102,NA
,,,Inspections-COLONNADE BRIDGEPORT (36),COLONNADE BRIDGEPORT (36),,BI,100961,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,480 HARTNEY STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100961,NA
,,,Inspections-COLONNADE BRIDGEPORT (36),COLONNADE BRIDGEPORT (36),,BI,100961,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,480 HARTNEY STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100961,NA
,,,Inspections-COLONNADE BRIDGEPORT (36),COLONNADE BRIDGEPORT (36),,BI,100961,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,480 HARTNEY STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100961,NA
,,,Inspections-COLONNADE BRIDGEPORT (36),COLONNADE BRIDGEPORT (36),,BI,100961,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,480 HARTNEY STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100961,NA
,,,Inspections-COLONNADE BRIDGEPORT (36),COLONNADE BRIDGEPORT (36),,BI,100961,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,480 HARTNEY STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100961,NA
,,,Inspections-COLONNADE BRIDGEPORT (36),COLONNADE BRIDGEPORT (36),,AI,100961,,07/26/2019,01/01/2020,01/01/2020,,,,,,,,,,480 HARTNEY STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100961,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,SAI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,AI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3250-70 HAWTHORNE ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,SAI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,AI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,MI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (37),COLONNADE BRIDGEPORT (37),,BI,100134,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,3234-46 HAWTHORNE ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,100134,NA
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,MI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,BI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,MI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,AI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,MI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,BI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,MI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,BI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,MI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,SAI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,MI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (38),COLONNADE BRIDGEPORT (38),,BI,NA,,07/29/2019,01/01/2020,01/01/2020,,,,,,,,,,240 CATHERINE STREET,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (38)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,BI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,BI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,AI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,BI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,BI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,SAI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (39),COLONNADE BRIDGEPORT (39),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,WESTBORO ATHLONE X4,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (39)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,SAI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,BI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,BI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,AI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,MI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
,,,Inspections-COLONNADE BRIDGEPORT (40),COLONNADE BRIDGEPORT (40),,BI,NA,,07/30/2019,01/01/2020,01/01/2020,,,,,,,,,,1255 HUMBER PLACE (BASE BLDG.),,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,,NA,COLONNADE BRIDGEPORT (40)
